סמל_ישוב,שם_ישוב,סמל_נפה,נפה,קוד_לשכת_מנא,לשכת_מנא,קוד_מועצה_אזורית,מועצה_אזורית,סהכ,גיל_0_5,גיל_6_18,גיל_19_45,גיל_46_55,גיל_56_64,גיל_65_פלוס
294 ,אילון ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,1217 ,75 ,297 ,390 ,193 ,90 ,172
295 ,כפר רופין ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,580 ,46 ,119 ,202 ,66 ,41 ,106
296 ,נווה איתן ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,258 ,25 ,27 ,85 ,33 ,20 ,68
297 ,כפר מסריק ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,808 ,62 ,145 ,279 ,96 ,66 ,160
298 ,מסילות ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,566 ,39 ,60 ,182 ,53 ,43 ,189
300 ,דליה ,23 ,עפולה ,23 ,עפולה ,13 ,מגידו ,957 ,73 ,200 ,296 ,109 ,61 ,218
301 ,בית עוזיאל ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,681 ,53 ,153 ,223 ,96 ,74 ,82
302 ,דפנה ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,848 ,75 ,168 ,265 ,110 ,37 ,193
303 ,דן ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,762 ,87 ,141 ,281 ,67 ,41 ,145
304 ,שדה אליהו ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,944 ,86 ,181 ,383 ,75 ,70 ,149
305 ,גשר ,22 ,כנרת ,22 ,טבריה ,7 ,עמק המעיינות ,506 ,40 ,52 ,179 ,53 ,45 ,137
306 ,שדמות דבורה ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,767 ,54 ,229 ,221 ,123 ,28 ,112
307 ,הזורעים ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,1035 ,134 ,371 ,336 ,64 ,31 ,99
308 ,מחניים ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,881 ,63 ,219 ,288 ,102 ,65 ,144
309 ,נהורה ,61 ,אשקלון ,61 ,אשקלון ,50 ,לכיש ,1373 ,120 ,300 ,536 ,159 ,131 ,127
310 ,כפר גליקסון ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,414 ,44 ,84 ,124 ,54 ,33 ,75
311 ,גן שורק ,44 ,רחובות ,44 ,רחובות ,27 ,גן רווה ,379 ,26 ,83 ,121 ,58 ,38 ,53
312 ,נווה ים ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,299 ,33 ,53 ,103 ,31 ,26 ,53
313 ,אפק ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,782 ,60 ,194 ,259 ,109 ,38 ,122
315 ,נגבה ,61 ,אשקלון ,61 ,אשקלון ,35 ,יואב ,1092 ,78 ,290 ,325 ,152 ,53 ,194
316 ,כפר נטר ,41 ,השרון ,41 ,נתניה ,19 ,חוף השרון ,1092 ,99 ,278 ,336 ,180 ,63 ,136
317 ,בית אורן ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,520 ,58 ,92 ,193 ,51 ,54 ,72
318 ,עמיעוז ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,301 ,17 ,67 ,103 ,40 ,32 ,42
319 ,עמיר ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,683 ,56 ,114 ,227 ,85 ,45 ,156
320 ,כפר ורבורג ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,1255 ,91 ,316 ,412 ,182 ,89 ,165
322 ,בית הלל ,21 ,צפת ,21 ,צפת ,55 ,מבואות החרמון ,806 ,68 ,166 ,319 ,95 ,51 ,107
324 ,שאר ישוב ,21 ,צפת ,21 ,צפת ,55 ,מבואות החרמון ,568 ,40 ,117 ,205 ,81 ,42 ,83
325 ,מצובה ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,1309 ,69 ,359 ,426 ,204 ,96 ,155
326 ,בית יצחק-שער חפר ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,2347 ,175 ,518 ,680 ,317 ,189 ,468
327 ,שדות ים ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,1103 ,121 ,238 ,367 ,133 ,59 ,185
328 ,עזוז ,62 ,באר שבע ,62 ,באר שבע ,48 ,רמת נגב ,93 ,6 ,20 ,32 ,16 ,9 ,10
329 ,שדה נחמיה ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,1190 ,86 ,296 ,399 ,175 ,93 ,141
330 ,אלומות ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,496 ,57 ,112 ,174 ,55 ,34 ,64
331 ,ניר צבי ,43 ,רמלה ,43 ,רמלה ,40 ,שדות דן ,1321 ,97 ,310 ,406 ,178 ,93 ,237
334 ,קבוצת יבנה ,44 ,רחובות ,44 ,רחובות ,29 ,חבל יבנה ,868 ,79 ,184 ,309 ,79 ,62 ,155
335 ,רמת השופט ,23 ,עפולה ,23 ,עפולה ,13 ,מגידו ,1163 ,89 ,279 ,369 ,177 ,57 ,192
336 ,דורות ,61 ,אשקלון ,61 ,אשקלון ,37 ,שער הנגב ,817 ,76 ,169 ,291 ,63 ,42 ,176
338 ,איבים ,61 ,אשקלון ,61 ,אשקלון ,37 ,שער הנגב ,713 ,59 ,197 ,333 ,55 ,35 ,34
339 ,רמת צבי ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,762 ,95 ,193 ,243 ,82 ,46 ,103
340 ,גת )קיבוץ( ,61 ,אשקלון ,61 ,אשקלון ,35 ,יואב ,954 ,85 ,241 ,280 ,127 ,51 ,170
342 ,גברעם ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,680 ,113 ,150 ,256 ,62 ,31 ,68
343 ,חמדיה ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,435 ,33 ,79 ,149 ,42 ,32 ,100
344 ,מענית ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,865 ,99 ,192 ,293 ,83 ,64 ,134
345 ,כפר סאלד ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,722 ,78 ,127 ,284 ,79 ,44 ,110
346 ,גליל ים ,51 ,תל אביב ,57 ,הרצליה ,19 ,חוף השרון ,531 ,59 ,111 ,185 ,48 ,37 ,91
347 ,מנרה ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,274 ,31 ,33 ,99 ,28 ,25 ,58
348 ,ניר עם ,61 ,אשקלון ,61 ,אשקלון ,37 ,שער הנגב ,601 ,64 ,113 ,226 ,54 ,52 ,92
351 ,ניצן ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,2524 ,264 ,772 ,894 ,232 ,184 ,178
352 ,גבולות ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,463 ,29 ,95 ,154 ,43 ,55 ,87
353 ,בית זיד ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,139 ,9 ,15 ,30 ,17 ,27 ,41
354 ,רביבים ,62 ,באר שבע ,62 ,באר שבע ,48 ,רמת נגב ,964 ,65 ,142 ,367 ,97 ,100 ,193
355 ,חורשים ,42 ,פתח תקווה ,42 ,פתח תקוה ,20 ,דרום השרון ,396 ,28 ,59 ,125 ,51 ,49 ,84
356 ,הגושרים ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,996 ,112 ,181 ,369 ,96 ,90 ,148
357 ,כפר בלום ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,1063 ,74 ,237 ,328 ,139 ,53 ,232
358 ,יד מרדכי ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,894 ,64 ,137 ,304 ,96 ,63 ,230
359 ,ניצנים ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,581 ,80 ,97 ,178 ,46 ,53 ,127
360 ,גבעת ניל"י ,32 ,חדרה ,32 ,חדרה ,45 ,אלונה ,648 ,40 ,166 ,216 ,88 ,67 ,71
362 ,רוחמה ,61 ,אשקלון ,61 ,אשקלון ,37 ,שער הנגב ,756 ,63 ,155 ,222 ,93 ,38 ,185
363 ,חפץ חיים ,44 ,רחובות ,44 ,רחובות ,31 ,נחל שורק ,660 ,115 ,198 ,211 ,42 ,32 ,62
364 ,כפר אוריה ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,883 ,67 ,279 ,266 ,130 ,63 ,78
365 ,בית קשת ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,767 ,42 ,233 ,212 ,120 ,59 ,101
366 ,שמיר ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,942 ,62 ,179 ,328 ,125 ,86 ,162
367 ,עין העמק ,23 ,עפולה ,23 ,עפולה ,13 ,מגידו ,845 ,77 ,157 ,325 ,97 ,78 ,111
368 ,ביריה ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,917 ,84 ,233 ,308 ,84 ,82 ,126
369 ,גלעד )אבן יצחק( ,23 ,עפולה ,23 ,עפולה ,13 ,מגידו ,580 ,61 ,121 ,179 ,64 ,45 ,110
370 ,גזר ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,496 ,33 ,60 ,204 ,32 ,61 ,106
371 ,כדורי ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,104 ,4 ,23 ,51 ,9 ,9 ,8
372 ,רמות נפתלי ,21 ,צפת ,21 ,צפת ,55 ,מבואות החרמון ,577 ,26 ,119 ,175 ,109 ,43 ,105
373 ,בית הלוי ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,788 ,68 ,184 ,254 ,96 ,62 ,124
374 ,חוקוק ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,729 ,60 ,198 ,208 ,112 ,49 ,102
375 ,מגל ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,1304 ,87 ,392 ,367 ,240 ,67 ,151
376 ,עברון ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,969 ,97 ,178 ,345 ,107 ,56 ,186
377 ,המעפיל ,41 ,השרון ,32 ,חדרה ,16 ,עמק חפר ,986 ,69 ,268 ,287 ,168 ,58 ,136
378 ,משגב עם ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,341 ,30 ,47 ,146 ,33 ,29 ,56
379 ,גאולים ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון ,998 ,79 ,220 ,326 ,135 ,99 ,139
380 ,להבות הבשן ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,989 ,50 ,226 ,319 ,176 ,83 ,135
382 ,מכמורת ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,1487 ,123 ,288 ,454 ,212 ,142 ,268
383 ,עין הנצי"ב ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,661 ,74 ,156 ,232 ,48 ,45 ,106
385 ,עמיעד ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,581 ,41 ,87 ,190 ,62 ,57 ,144
386 ,בני דרור ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון ,1242 ,66 ,185 ,289 ,115 ,123 ,464
387 ,כפר מונש ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,931 ,81 ,221 ,287 ,126 ,88 ,128
388 ,כפר קיש ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,715 ,54 ,192 ,231 ,98 ,56 ,84
389 ,בצרה ,41 ,השרון ,41 ,נתניה ,19 ,חוף השרון ,1156 ,79 ,295 ,333 ,206 ,86 ,157
390 ,רגבה ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,1133 ,78 ,217 ,369 ,140 ,81 ,248
392 ,קדמה ,61 ,אשקלון ,61 ,אשקלון ,35 ,יואב ,42 ,5 ,13 ,14 ,5 ,0 ,5
393 ,גלאון ,61 ,אשקלון ,61 ,אשקלון ,35 ,יואב ,718 ,68 ,171 ,218 ,75 ,48 ,138
394 ,שובל ,62 ,באר שבע ,62 ,באר שבע ,41 ,בני שמעון ,929 ,91 ,195 ,310 ,99 ,76 ,158
395 ,משמר הנגב ,62 ,באר שבע ,62 ,באר שבע ,41 ,בני שמעון ,1267 ,101 ,273 ,367 ,148 ,130 ,248
396 ,נבטים ,62 ,באר שבע ,62 ,באר שבע ,41 ,בני שמעון ,1084 ,78 ,245 ,406 ,119 ,121 ,115
397 ,חצרים ,62 ,באר שבע ,62 ,באר שבע ,41 ,בני שמעון ,1125 ,97 ,201 ,372 ,129 ,110 ,216
398 ,שרשרת ,62 ,באר שבע ,62 ,באר שבע ,39 ,שדות נגב ,392 ,36 ,97 ,129 ,40 ,36 ,54
399 ,בארי ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,1199 ,104 ,244 ,412 ,131 ,101 ,207
400 ,אבן שמואל ,61 ,אשקלון ,61 ,אשקלון ,34 ,שפיר ,1858 ,213 ,678 ,615 ,177 ,67 ,108
402 ,ניר יצחק ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,726 ,46 ,92 ,296 ,61 ,94 ,137
403 ,אורים ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,585 ,22 ,65 ,219 ,53 ,66 ,160
405 ,נווה אילן ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,1041 ,63 ,261 ,331 ,132 ,80 ,174
406 ,חצור-אשדוד ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,970 ,97 ,182 ,298 ,98 ,73 ,222
407 ,דברת ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,593 ,81 ,149 ,187 ,67 ,36 ,73
408 ,נאות מרדכי ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,760 ,77 ,146 ,265 ,73 ,59 ,140
409 ,יחיעם ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,868 ,57 ,240 ,249 ,128 ,37 ,157
412 ,קרית שלמה ,41 ,השרון ,41 ,נתניה ,19 ,חוף השרון ,10 ,0 ,0 ,0 ,0 ,1 ,9
413 ,צאלים ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,527 ,41 ,88 ,174 ,71 ,52 ,101
414 ,קלחים ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,636 ,67 ,197 ,208 ,78 ,35 ,51
415 ,שוקדה ,62 ,באר שבע ,62 ,באר שבע ,39 ,שדות נגב ,633 ,117 ,237 ,204 ,20 ,22 ,33
416 ,מעין ברוך ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,686 ,67 ,122 ,247 ,83 ,48 ,119
417 ,יקום ,41 ,השרון ,41 ,נתניה ,19 ,חוף השרון ,792 ,74 ,159 ,262 ,115 ,44 ,138
418 ,בני ציון ,41 ,השרון ,41 ,נתניה ,19 ,חוף השרון ,1211 ,71 ,286 ,398 ,169 ,122 ,165
419 ,סעד ,62 ,באר שבע ,62 ,באר שבע ,39 ,שדות נגב ,981 ,99 ,270 ,337 ,80 ,45 ,150
421 ,משאבי שדה ,62 ,באר שבע ,62 ,באר שבע ,48 ,רמת נגב ,625 ,53 ,89 ,209 ,63 ,71 ,140
422 ,חרב לאת ,41 ,השרון ,32 ,חדרה ,16 ,עמק חפר ,819 ,71 ,169 ,274 ,114 ,69 ,122
423 ,העוגן ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,905 ,71 ,173 ,269 ,109 ,74 ,209
424 ,גבים ,61 ,אשקלון ,61 ,אשקלון ,37 ,שער הנגב ,654 ,46 ,145 ,237 ,95 ,58 ,73
425 ,משמרת ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון ,989 ,54 ,269 ,278 ,207 ,87 ,94
426 ,עין כרמל ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,814 ,48 ,220 ,249 ,143 ,55 ,99
427 ,כפר גלים ,31 ,חיפה ,31 ,חיפה ,15 ,חוף הכרמל ,155 ,8 ,40 ,75 ,20 ,4 ,8
428 ,ברור חיל ,61 ,אשקלון ,61 ,אשקלון ,37 ,שער הנגב ,1064 ,68 ,211 ,360 ,133 ,101 ,191
429 ,אלוני אבא ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,1046 ,39 ,309 ,298 ,223 ,78 ,99
430 ,בית לחם הגלילית ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,865 ,65 ,177 ,281 ,116 ,96 ,130
431 ,דלתון ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,921 ,80 ,198 ,365 ,103 ,91 ,84
432 ,שמרת ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,664 ,68 ,139 ,228 ,55 ,47 ,127
433 ,נחשולים ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,786 ,66 ,179 ,259 ,106 ,62 ,114
434 ,החותרים ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,908 ,107 ,190 ,312 ,96 ,57 ,146
435 ,נצר סרני ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,1007 ,136 ,230 ,317 ,101 ,51 ,172
436 ,עין דור ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,1368 ,115 ,285 ,413 ,168 ,127 ,260
437 ,רשפים ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,1128 ,140 ,331 ,403 ,90 ,62 ,102
439 ,שלוחות ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,499 ,65 ,86 ,157 ,25 ,58 ,108
440 ,יסודות ,44 ,רחובות ,44 ,רחובות ,31 ,נחל שורק ,772 ,137 ,302 ,230 ,28 ,14 ,61
442 ,גדעונה ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,494 ,59 ,128 ,181 ,49 ,24 ,53
443 ,כפר הנשיא ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,927 ,61 ,133 ,289 ,108 ,116 ,220
444 ,רגבים ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,644 ,56 ,148 ,181 ,71 ,56 ,132
445 ,רמות מנשה ,23 ,עפולה ,23 ,עפולה ,13 ,מגידו ,1395 ,96 ,401 ,392 ,247 ,97 ,162
446 ,אודים ,41 ,השרון ,41 ,נתניה ,19 ,חוף השרון ,1178 ,100 ,239 ,415 ,167 ,105 ,152
447 ,נורדיה ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון ,2165 ,156 ,312 ,632 ,187 ,210 ,668
448 ,בני עטרות ,42 ,פתח תקווה ,42 ,פתח תקוה ,25 ,חבל מודיעין ,887 ,61 ,216 ,290 ,129 ,77 ,114
449 ,נחלים ,42 ,פתח תקווה ,42 ,פתח תקוה ,25 ,חבל מודיעין ,1462 ,179 ,378 ,473 ,122 ,89 ,221
450 ,בארות יצחק ,42 ,פתח תקווה ,42 ,פתח תקוה ,25 ,חבל מודיעין ,586 ,59 ,94 ,199 ,51 ,49 ,134
452 ,יזרעאל ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,786 ,37 ,147 ,215 ,113 ,54 ,220
453 ,יפתח ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,763 ,60 ,146 ,290 ,77 ,63 ,127
454 ,סער ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,974 ,76 ,245 ,314 ,142 ,93 ,104
456 ,שורש ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,1302 ,66 ,155 ,280 ,108 ,115 ,578
457 ,גזית ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,890 ,75 ,154 ,304 ,101 ,78 ,178
460 ,רמת רזיאל ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,714 ,58 ,167 ,226 ,98 ,57 ,108
462 ,טל שחר ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,1241 ,112 ,316 ,420 ,168 ,83 ,142
463 ,געתון ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,799 ,47 ,196 ,266 ,86 ,62 ,142
464 ,הראל ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,323 ,17 ,64 ,87 ,41 ,46 ,68
465 ,צובה ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,811 ,51 ,135 ,309 ,88 ,101 ,127
466 ,בית דגן ,43 ,רמלה ,43 ,רמלה ,0 , ,7064 ,483 ,1432 ,2514 ,967 ,748 ,920
469 ,קרית עקרון ,44 ,רחובות ,44 ,רחובות ,0 , ,11429 ,1019 ,2128 ,4183 ,1237 ,1129 ,1733
472 ,אבו גוש ,11 ,ירושלים ,11 ,ירושלים ,0 , ,8433 ,863 ,2018 ,3414 ,865 ,692 ,581
473 ,אבו סנאן ,24 ,עכו ,24 ,עכו ,0 , ,13849 ,1220 ,2975 ,5978 ,1578 ,1031 ,1067
475 ,דחי ,23 ,עפולה ,23 ,עפולה ,66 ,בוסתאן אל-מרג' ,752 ,68 ,158 ,314 ,97 ,55 ,60
478 ,אכסאל ,23 ,עפולה ,23 ,עפולה ,0 , ,15323 ,1564 ,3883 ,6501 ,1589 ,990 ,796
480 ,בית ג'ן ,24 ,עכו ,24 ,עכו ,0 , ,12494 ,1004 ,2579 ,5569 ,1407 ,974 ,961
481 ,מגאר ,22 ,כנרת ,22 ,טבריה ,0 , ,23659 ,2111 ,5176 ,10676 ,2533 ,1683 ,1480
482 ,בועיינה-נוג'ידאת ,25 ,נצרת ,25 ,נוף הגליל ,0 , ,10456 ,1056 ,2671 ,4661 ,1033 ,562 ,473
483 ,בענה ,24 ,עכו ,24 ,עכו ,0 , ,8586 ,741 ,2082 ,3727 ,982 ,559 ,495
485 ,ג'ולס ,24 ,עכו ,24 ,עכו ,0 , ,6609 ,527 ,1288 ,2919 ,817 ,569 ,489
487 ,ג'ש )גוש חלב( ,21 ,צפת ,21 ,צפת ,0 , ,3340 ,225 ,621 ,1301 ,448 ,324 ,421
489 ,דבוריה ,23 ,עפולה ,23 ,עפולה ,0 , ,10866 ,1058 ,2571 ,4405 ,1291 ,815 ,726
490 ,דייר אל-אסד ,24 ,עכו ,24 ,עכו ,0 , ,12976 ,1205 ,3346 ,5480 ,1388 ,824 ,733
492 ,דייר חנא ,24 ,עכו ,24 ,עכו ,0 , ,10878 ,899 ,2511 ,4643 ,1250 ,844 ,731
493 ,דייר ראפאת ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,100 ,10 ,30 ,39 ,13 ,0 ,8
494 ,דאלית אל-כרמל ,31 ,חיפה ,31 ,חיפה ,0 , ,17936 ,1404 ,3655 ,7336 ,2363 ,1602 ,1576
496 ,חורפיש ,24 ,עכו ,24 ,עכו ,0 , ,6742 ,588 ,1474 ,2995 ,747 ,474 ,464
497 ,טייבה )בעמק( ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,1961 ,232 ,475 ,861 ,184 ,109 ,100
498 ,טורעאן ,25 ,נצרת ,25 ,נוף הגליל ,0 , ,14902 ,1439 ,3811 ,6194 ,1576 ,968 ,914
499 ,יפיע ,25 ,נצרת ,25 ,נוף הגליל ,0 , ,19714 ,1685 ,4680 ,8262 ,2289 ,1468 ,1330
502 ,ירכא ,24 ,עכו ,24 ,עכו ,0 , ,16266 ,1436 ,3882 ,7131 ,1748 ,1116 ,953
504 ,כאבול ,24 ,עכו ,24 ,עכו ,0 , ,12602 ,1185 ,3131 ,5320 ,1457 ,850 ,659
505 ,כאוכב אבו אל-היג'א ,24 ,עכו ,24 ,עכו ,0 , ,4017 ,351 ,994 ,1623 ,499 ,268 ,282
507 ,כפר יאסיף ,24 ,עכו ,24 ,עכו ,0 , ,11169 ,903 ,2206 ,4673 ,1314 ,1015 ,1058
508 ,כפר כמא ,22 ,כנרת ,22 ,טבריה ,0 , ,3539 ,258 ,646 ,1473 ,379 ,309 ,474
509 ,כפר כנא ,25 ,נצרת ,25 ,נוף הגליל ,0 , ,23606 ,2451 ,6039 ,9868 ,2412 ,1487 ,1349
510 ,כפר מנדא ,24 ,עכו ,25 ,נוף הגליל ,0 , ,20970 ,2353 ,5566 ,9185 ,1890 ,1107 ,869
511 ,עילוט ,25 ,נצרת ,25 ,נוף הגליל ,0 , ,8632 ,982 ,2258 ,3641 ,908 ,476 ,367
512 ,כפר מצר ,25 ,נצרת ,23 ,עפולה ,66 ,בוסתאן אל-מרג' ,2820 ,271 ,709 ,1205 ,310 ,182 ,143
514 ,עין ראפה ,11 ,ירושלים ,11 ,ירושלים ,26 ,מטה יהודה ,1295 ,131 ,360 ,521 ,132 ,68 ,83
516 ,מג'ד אל-כרום ,24 ,עכו ,24 ,עכו ,0 , ,15817 ,1259 ,3965 ,6773 ,1835 ,1058 ,927
517 ,מזרעה ,24 ,עכו ,24 ,עכו ,0 , ,4108 ,407 ,733 ,1777 ,437 ,421 ,333
518 ,מעיליא ,24 ,עכו ,24 ,עכו ,0 , ,3371 ,213 ,597 ,1295 ,480 ,312 ,474
520 ,משהד ,25 ,נצרת ,25 ,נוף הגליל ,0 , ,8985 ,947 ,2348 ,3873 ,811 ,533 ,473
521 ,עין נקובא ,11 ,ירושלים ,11 ,ירושלים ,26 ,מטה יהודה ,3791 ,487 ,1112 ,1595 ,305 ,182 ,110
522 ,נחף ,24 ,עכו ,24 ,עכו ,0 , ,13849 ,1489 ,3633 ,5950 ,1398 ,760 ,619
523 ,ניין ,23 ,עפולה ,23 ,עפולה ,66 ,בוסתאן אל-מרג' ,2003 ,177 ,450 ,850 ,234 ,149 ,143
524 ,נאעורה ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,2465 ,282 ,670 ,1018 ,239 ,133 ,123
525 ,סאג'ור ,24 ,עכו ,24 ,עכו ,0 , ,4457 ,393 ,970 ,2099 ,500 ,253 ,242
526 ,סולם ,23 ,עפולה ,23 ,עפולה ,66 ,בוסתאן אל-מרג' ,3073 ,283 ,727 ,1334 ,309 ,207 ,213
527 ,שזור ,24 ,עכו ,21 ,צפת ,2 ,מרום הגליל ,353 ,36 ,39 ,124 ,35 ,55 ,64
528 ,עוזייר ,25 ,נצרת ,25 ,נוף הגליל ,65 ,אל-בטוף ,3395 ,399 ,905 ,1457 ,319 ,166 ,149
529 ,אעבלין ,24 ,עכו ,24 ,עכו ,0 , ,13612 ,1149 ,3178 ,5675 ,1623 ,1054 ,933
530 ,עיילבון ,22 ,כנרת ,22 ,טבריה ,0 , ,5918 ,450 ,1242 ,2464 ,658 ,500 ,604
531 ,עראבה ,24 ,עכו ,24 ,עכו ,0 , ,27135 ,2679 ,7229 ,11364 ,2869 ,1599 ,1395
532 ,עין מאהל ,25 ,נצרת ,25 ,נוף הגליל ,0 , ,13904 ,1365 ,3288 ,5954 ,1561 ,981 ,755
534 ,עספיא ,31 ,חיפה ,31 ,חיפה ,0 , ,12855 ,962 ,2564 ,5261 ,1639 ,1122 ,1307
535 ,פסוטה ,24 ,עכו ,24 ,עכו ,0 , ,3521 ,262 ,606 ,1443 ,468 ,329 ,413
536 ,פקיעין )בוקייעה( ,24 ,עכו ,24 ,עכו ,0 , ,6126 ,485 ,1182 ,2618 ,710 ,554 ,577
537 ,פוריידיס ,32 ,חדרה ,32 ,חדרה ,0 , ,13639 ,1377 ,3376 ,5724 ,1460 ,953 ,749
538 ,שעב ,24 ,עכו ,24 ,עכו ,0 , ,7559 ,741 ,1807 ,3242 ,901 ,505 ,363
539 ,רומאנה ,25 ,נצרת ,25 ,נוף הגליל ,65 ,אל-בטוף ,1255 ,144 ,340 ,565 ,108 ,63 ,35
